relationship,datatype,X,PARA,boundary
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",14,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",28,IBS,-13.5
unrelated,"""42STR NGS""",23,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",28,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",14,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",19,IBS,-13.5
unrelated,"""42STR NGS""",19,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",24,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",16,IBS,-13.5
unrelated,"""42STR NGS""",18,IBS,-13.5
unrelated,"""42STR NGS""",14,IBS,-13.5
unrelated,"""42STR NGS""",21,IBS,-13.5
unrelated,"""42STR NGS""",28,IBS,-13.5
unrelated,"""42STR NGS""",26,IBS,-13.5
unrelated,"""42STR NGS""",20,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
unrelated,"""42STR NGS""",17,IBS,-13.5
